variant_type	side	cp_hex	char	count	name
kTraditionalVariant	target	U+7F88	羈	20396	CJK UNIFIED IDEOGRAPH-7F88
kTraditionalVariant	target	U+58E9	壩	20364	CJK UNIFIED IDEOGRAPH-58E9
kTraditionalVariant	target	U+8EC0	軀	20355	CJK UNIFIED IDEOGRAPH-8EC0
kTraditionalVariant	target	U+7D17	紗	20347	CJK UNIFIED IDEOGRAPH-7D17
kTraditionalVariant	target	U+99D2	駒	20343	CJK UNIFIED IDEOGRAPH-99D2
kTraditionalVariant	target	U+8B1A	謚	20330	CJK UNIFIED IDEOGRAPH-8B1A
kTraditionalVariant	target	U+64EF	擯	20330	CJK UNIFIED IDEOGRAPH-64EF
kTraditionalVariant	target	U+7E8F	纏	20317	CJK UNIFIED IDEOGRAPH-7E8F
kTraditionalVariant	target	U+4E24	两	20308	CJK UNIFIED IDEOGRAPH-4E24
kTraditionalVariant	target	U+95CC	闌	20291	CJK UNIFIED IDEOGRAPH-95CC
kTraditionalVariant	target	U+8E0A	踊	20290	CJK UNIFIED IDEOGRAPH-8E0A
kTraditionalVariant	target	U+87FB	蟻	20249	CJK UNIFIED IDEOGRAPH-87FB
kTraditionalVariant	target	U+97DC	韜	20163	CJK UNIFIED IDEOGRAPH-97DC
kTraditionalVariant	target	U+6ABB	檻	20100	CJK UNIFIED IDEOGRAPH-6ABB
kTraditionalVariant	target	U+8CDA	賚	20042	CJK UNIFIED IDEOGRAPH-8CDA
kTraditionalVariant	target	U+990C	餌	19925	CJK UNIFIED IDEOGRAPH-990C
kTraditionalVariant	target	U+5EE9	廩	19924	CJK UNIFIED IDEOGRAPH-5EE9
kTraditionalVariant	target	U+9D6C	鵬	19870	CJK UNIFIED IDEOGRAPH-9D6C
kTraditionalVariant	target	U+8E55	蹕	19802	CJK UNIFIED IDEOGRAPH-8E55
kTraditionalVariant	target	U+6BBB	殻	19796	CJK UNIFIED IDEOGRAPH-6BBB
kTraditionalVariant	target	U+5412	吒	19792	CJK UNIFIED IDEOGRAPH-5412
kTraditionalVariant	target	U+6B12	欒	19767	CJK UNIFIED IDEOGRAPH-6B12
kTraditionalVariant	target	U+95A8	閨	19632	CJK UNIFIED IDEOGRAPH-95A8
kTraditionalVariant	target	U+9396	鎖	19578	CJK UNIFIED IDEOGRAPH-9396
kTraditionalVariant	target	U+6493	撓	19541	CJK UNIFIED IDEOGRAPH-6493
kTraditionalVariant	target	U+81DF	臟	19528	CJK UNIFIED IDEOGRAPH-81DF
kTraditionalVariant	target	U+9E75	鹵	19489	CJK UNIFIED IDEOGRAPH-9E75
kTraditionalVariant	target	U+5695	嚕	19473	CJK UNIFIED IDEOGRAPH-5695
kTraditionalVariant	target	U+7FF9	翹	19448	CJK UNIFIED IDEOGRAPH-7FF9
kTraditionalVariant	target	U+51F1	凱	19385	CJK UNIFIED IDEOGRAPH-51F1
kTraditionalVariant	target	U+9690	隐	19303	CJK UNIFIED IDEOGRAPH-9690
kTraditionalVariant	target	U+9234	鈴	19283	CJK UNIFIED IDEOGRAPH-9234
kTraditionalVariant	target	U+9A6A	驪	19249	CJK UNIFIED IDEOGRAPH-9A6A
kTraditionalVariant	target	U+9695	隕	19241	CJK UNIFIED IDEOGRAPH-9695
kTraditionalVariant	target	U+9296	銖	19237	CJK UNIFIED IDEOGRAPH-9296
kTraditionalVariant	target	U+618D	憍	19163	CJK UNIFIED IDEOGRAPH-618D
kTraditionalVariant	target	U+95C8	闈	19126	CJK UNIFIED IDEOGRAPH-95C8
kTraditionalVariant	target	U+7D44	組	19006	CJK UNIFIED IDEOGRAPH-7D44
kTraditionalVariant	target	U+8F42	轂	19002	CJK UNIFIED IDEOGRAPH-8F42
kTraditionalVariant	target	U+99DF	駟	18995	CJK UNIFIED IDEOGRAPH-99DF
kTraditionalVariant	target	U+643A	携	18957	CJK UNIFIED IDEOGRAPH-643A
kTraditionalVariant	target	U+7AEA	竪	18934	CJK UNIFIED IDEOGRAPH-7AEA
kTraditionalVariant	target	U+8CB2	貲	18929	CJK UNIFIED IDEOGRAPH-8CB2
kTraditionalVariant	target	U+7C69	籩	18896	CJK UNIFIED IDEOGRAPH-7C69
kTraditionalVariant	target	U+8755	蝕	18727	CJK UNIFIED IDEOGRAPH-8755
kTraditionalVariant	target	U+91C1	釁	18718	CJK UNIFIED IDEOGRAPH-91C1
kTraditionalVariant	target	U+9D1B	鴛	18670	CJK UNIFIED IDEOGRAPH-9D1B
kTraditionalVariant	target	U+9A65	驥	18639	CJK UNIFIED IDEOGRAPH-9A65
kTraditionalVariant	target	U+703E	瀾	18611	CJK UNIFIED IDEOGRAPH-703E
kTraditionalVariant	target	U+81BF	膿	18605	CJK UNIFIED IDEOGRAPH-81BF
kTraditionalVariant	target	U+652C	攬	18491	CJK UNIFIED IDEOGRAPH-652C
kTraditionalVariant	target	U+90C1	郁	18469	CJK UNIFIED IDEOGRAPH-90C1
kTraditionalVariant	target	U+92B3	銳	18451	CJK UNIFIED IDEOGRAPH-92B3
kTraditionalVariant	target	U+8EA1	躡	18412	CJK UNIFIED IDEOGRAPH-8EA1
kTraditionalVariant	target	U+746A	瑪	18410	CJK UNIFIED IDEOGRAPH-746A
kTraditionalVariant	target	U+8CC4	賄	18360	CJK UNIFIED IDEOGRAPH-8CC4
kTraditionalVariant	target	U+514C	兌	18326	CJK UNIFIED IDEOGRAPH-514C
kTraditionalVariant	target	U+58EE	壮	18308	CJK UNIFIED IDEOGRAPH-58EE
kTraditionalVariant	target	U+9744	靄	18280	CJK UNIFIED IDEOGRAPH-9744
kTraditionalVariant	target	U+548F	咏	18243	CJK UNIFIED IDEOGRAPH-548F
kTraditionalVariant	target	U+8466	葦	18241	CJK UNIFIED IDEOGRAPH-8466
kTraditionalVariant	target	U+707E	灾	18179	CJK UNIFIED IDEOGRAPH-707E
kTraditionalVariant	target	U+937C	鍼	18167	CJK UNIFIED IDEOGRAPH-937C
kTraditionalVariant	target	U+99B4	馴	18139	CJK UNIFIED IDEOGRAPH-99B4
kTraditionalVariant	target	U+5C4D	屍	18096	CJK UNIFIED IDEOGRAPH-5C4D
kTraditionalVariant	target	U+8A25	訥	18074	CJK UNIFIED IDEOGRAPH-8A25
kTraditionalVariant	target	U+701F	瀟	18033	CJK UNIFIED IDEOGRAPH-701F
kTraditionalVariant	target	U+947E	鑾	17931	CJK UNIFIED IDEOGRAPH-947E
kTraditionalVariant	target	U+7C59	籙	17900	CJK UNIFIED IDEOGRAPH-7C59
kTraditionalVariant	target	U+64B2	撲	17859	CJK UNIFIED IDEOGRAPH-64B2
kTraditionalVariant	target	U+5B0C	嬌	17790	CJK UNIFIED IDEOGRAPH-5B0C
kTraditionalVariant	target	U+9CEC	鳬	17739	CJK UNIFIED IDEOGRAPH-9CEC
kTraditionalVariant	target	U+6570	数	17598	CJK UNIFIED IDEOGRAPH-6570
kTraditionalVariant	target	U+6FDB	濛	17577	CJK UNIFIED IDEOGRAPH-6FDB
kTraditionalVariant	target	U+7DCA	緊	17573	CJK UNIFIED IDEOGRAPH-7DCA
kTraditionalVariant	target	U+8B3E	謾	17350	CJK UNIFIED IDEOGRAPH-8B3E
kTraditionalVariant	target	U+6372	捲	17282	CJK UNIFIED IDEOGRAPH-6372
kTraditionalVariant	target	U+61AB	憫	17277	CJK UNIFIED IDEOGRAPH-61AB
kTraditionalVariant	target	U+596C	奬	17228	CJK UNIFIED IDEOGRAPH-596C
kTraditionalVariant	target	U+8A91	誑	17194	CJK UNIFIED IDEOGRAPH-8A91
kTraditionalVariant	target	U+6D12	洒	17107	CJK UNIFIED IDEOGRAPH-6D12
kTraditionalVariant	target	U+858A	薊	17073	CJK UNIFIED IDEOGRAPH-858A
kTraditionalVariant	target	U+53A8	厨	17071	CJK UNIFIED IDEOGRAPH-53A8
kTraditionalVariant	target	U+8E8B	躋	17041	CJK UNIFIED IDEOGRAPH-8E8B
kTraditionalVariant	target	U+881F	蠟	16982	CJK UNIFIED IDEOGRAPH-881F
kTraditionalVariant	target	U+5DD2	巒	16866	CJK UNIFIED IDEOGRAPH-5DD2
kTraditionalVariant	target	U+8907	複	16856	CJK UNIFIED IDEOGRAPH-8907
kTraditionalVariant	target	U+9F94	龔	16841	CJK UNIFIED IDEOGRAPH-9F94
kTraditionalVariant	target	U+9D09	鴉	16816	CJK UNIFIED IDEOGRAPH-9D09
kTraditionalVariant	target	U+5D50	嵐	16794	CJK UNIFIED IDEOGRAPH-5D50
kTraditionalVariant	target	U+647A	摺	16693	CJK UNIFIED IDEOGRAPH-647A
kTraditionalVariant	target	U+56C2	囂	16678	CJK UNIFIED IDEOGRAPH-56C2
kTraditionalVariant	target	U+7B4D	筍	16639	CJK UNIFIED IDEOGRAPH-7B4D
kTraditionalVariant	target	U+6953	楓	16611	CJK UNIFIED IDEOGRAPH-6953
kTraditionalVariant	target	U+61F6	懶	16601	CJK UNIFIED IDEOGRAPH-61F6
kTraditionalVariant	target	U+74A3	璣	16513	CJK UNIFIED IDEOGRAPH-74A3
kTraditionalVariant	target	U+8CA9	販	16495	CJK UNIFIED IDEOGRAPH-8CA9
kTraditionalVariant	target	U+8C9F	貟	16483	CJK UNIFIED IDEOGRAPH-8C9F
kTraditionalVariant	target	U+7670	癰	16460	CJK UNIFIED IDEOGRAPH-7670
kTraditionalVariant	target	U+89BF	覿	16416	CJK UNIFIED IDEOGRAPH-89BF
kTraditionalVariant	target	U+72A2	犢	16413	CJK UNIFIED IDEOGRAPH-72A2
kTraditionalVariant	target	U+983D	頽	16364	CJK UNIFIED IDEOGRAPH-983D
kTraditionalVariant	target	U+4FE0	俠	16276	CJK UNIFIED IDEOGRAPH-4FE0
kTraditionalVariant	target	U+9BC9	鯉	16272	CJK UNIFIED IDEOGRAPH-9BC9
kTraditionalVariant	target	U+93E4	鏤	16262	CJK UNIFIED IDEOGRAPH-93E4
kTraditionalVariant	target	U+7E09	縉	16224	CJK UNIFIED IDEOGRAPH-7E09
kTraditionalVariant	target	U+6BA4	殤	16198	CJK UNIFIED IDEOGRAPH-6BA4
kTraditionalVariant	target	U+53C2	参	16144	CJK UNIFIED IDEOGRAPH-53C2
kTraditionalVariant	target	U+9853	顓	16099	CJK UNIFIED IDEOGRAPH-9853
kTraditionalVariant	target	U+6583	斃	16083	CJK UNIFIED IDEOGRAPH-6583
kTraditionalVariant	target	U+7E52	繒	16078	CJK UNIFIED IDEOGRAPH-7E52
kTraditionalVariant	target	U+7D70	絰	16066	CJK UNIFIED IDEOGRAPH-7D70
kTraditionalVariant	target	U+9F8E	龎	16036	CJK UNIFIED IDEOGRAPH-9F8E
kTraditionalVariant	target	U+7D06	紆	15978	CJK UNIFIED IDEOGRAPH-7D06
kTraditionalVariant	target	U+7D0B	紋	15940	CJK UNIFIED IDEOGRAPH-7D0B
kTraditionalVariant	target	U+8D04	贄	15917	CJK UNIFIED IDEOGRAPH-8D04
kTraditionalVariant	target	U+8511	蔑	15872	CJK UNIFIED IDEOGRAPH-8511
kTraditionalVariant	target	U+803B	耻	15843	CJK UNIFIED IDEOGRAPH-803B
kTraditionalVariant	target	U+99E2	駢	15832	CJK UNIFIED IDEOGRAPH-99E2
kTraditionalVariant	target	U+807E	聾	15805	CJK UNIFIED IDEOGRAPH-807E
kTraditionalVariant	target	U+6ECE	滎	15771	CJK UNIFIED IDEOGRAPH-6ECE
kTraditionalVariant	target	U+9A01	騁	15748	CJK UNIFIED IDEOGRAPH-9A01
kTraditionalVariant	target	U+615F	慟	15715	CJK UNIFIED IDEOGRAPH-615F
kTraditionalVariant	target	U+8D13	贓	15688	CJK UNIFIED IDEOGRAPH-8D13
kTraditionalVariant	target	U+5EE1	廡	15643	CJK UNIFIED IDEOGRAPH-5EE1
kTraditionalVariant	target	U+81DA	臚	15620	CJK UNIFIED IDEOGRAPH-81DA
kTraditionalVariant	target	U+6476	摶	15577	CJK UNIFIED IDEOGRAPH-6476
kTraditionalVariant	target	U+8B21	謡	15559	CJK UNIFIED IDEOGRAPH-8B21
kTraditionalVariant	target	U+85F9	藹	15429	CJK UNIFIED IDEOGRAPH-85F9
kTraditionalVariant	target	U+7463	瑣	15372	CJK UNIFIED IDEOGRAPH-7463
kTraditionalVariant	target	U+72A7	犧	15372	CJK UNIFIED IDEOGRAPH-72A7
kTraditionalVariant	target	U+9BE8	鯨	15362	CJK UNIFIED IDEOGRAPH-9BE8
kTraditionalVariant	target	U+5A1B	娛	15349	CJK UNIFIED IDEOGRAPH-5A1B
kTraditionalVariant	target	U+7E96	纖	15278	CJK UNIFIED IDEOGRAPH-7E96
kTraditionalVariant	target	U+9821	頡	15193	CJK UNIFIED IDEOGRAPH-9821
kTraditionalVariant	target	U+9F08	鼈	15138	CJK UNIFIED IDEOGRAPH-9F08
kTraditionalVariant	target	U+99F1	駱	15130	CJK UNIFIED IDEOGRAPH-99F1
kTraditionalVariant	target	U+85EA	藪	15121	CJK UNIFIED IDEOGRAPH-85EA
kTraditionalVariant	target	U+5B2A	嬪	15071	CJK UNIFIED IDEOGRAPH-5B2A
kTraditionalVariant	target	U+9F95	龕	15050	CJK UNIFIED IDEOGRAPH-9F95
kTraditionalVariant	target	U+860B	蘋	15043	CJK UNIFIED IDEOGRAPH-860B
kTraditionalVariant	target	U+7345	獅	15015	CJK UNIFIED IDEOGRAPH-7345
kTraditionalVariant	target	U+792A	礪	14970	CJK UNIFIED IDEOGRAPH-792A
kTraditionalVariant	target	U+9D28	鴨	14924	CJK UNIFIED IDEOGRAPH-9D28
kTraditionalVariant	target	U+9249	鉉	14905	CJK UNIFIED IDEOGRAPH-9249
kTraditionalVariant	target	U+58BE	墾	14879	CJK UNIFIED IDEOGRAPH-58BE
kTraditionalVariant	target	U+7E8D	纍	14860	CJK UNIFIED IDEOGRAPH-7E8D
kTraditionalVariant	target	U+7DEB	緫	14833	CJK UNIFIED IDEOGRAPH-7DEB
kTraditionalVariant	target	U+95E5	闥	14831	CJK UNIFIED IDEOGRAPH-95E5
kTraditionalVariant	target	U+8604	蘄	14737	CJK UNIFIED IDEOGRAPH-8604
kTraditionalVariant	target	U+8B59	譙	14692	CJK UNIFIED IDEOGRAPH-8B59
kTraditionalVariant	target	U+9106	鄆	14620	CJK UNIFIED IDEOGRAPH-9106
kTraditionalVariant	target	U+6F86	澆	14614	CJK UNIFIED IDEOGRAPH-6F86
kTraditionalVariant	target	U+79B0	禰	14573	CJK UNIFIED IDEOGRAPH-79B0
kTraditionalVariant	target	U+8AEE	諮	14540	CJK UNIFIED IDEOGRAPH-8AEE
kTraditionalVariant	target	U+6FF1	濱	14483	CJK UNIFIED IDEOGRAPH-6FF1
kTraditionalVariant	target	U+609E	悞	14483	CJK UNIFIED IDEOGRAPH-609E
kTraditionalVariant	target	U+92E4	鋤	14416	CJK UNIFIED IDEOGRAPH-92E4
kTraditionalVariant	target	U+6688	暈	14360	CJK UNIFIED IDEOGRAPH-6688
kTraditionalVariant	target	U+9830	頰	14356	CJK UNIFIED IDEOGRAPH-9830
kTraditionalVariant	target	U+525D	剝	14284	CJK UNIFIED IDEOGRAPH-525D
kTraditionalVariant	target	U+6F2C	漬	14186	CJK UNIFIED IDEOGRAPH-6F2C
kTraditionalVariant	target	U+9D26	鴦	14185	CJK UNIFIED IDEOGRAPH-9D26
kTraditionalVariant	target	U+91C0	釀	14185	CJK UNIFIED IDEOGRAPH-91C0
kTraditionalVariant	target	U+5EC2	廂	14067	CJK UNIFIED IDEOGRAPH-5EC2
kTraditionalVariant	target	U+7D5E	絞	14041	CJK UNIFIED IDEOGRAPH-7D5E
kTraditionalVariant	target	U+806F	聯	14039	CJK UNIFIED IDEOGRAPH-806F
kTraditionalVariant	target	U+99C1	駁	13930	CJK UNIFIED IDEOGRAPH-99C1
kTraditionalVariant	target	U+7DD8	緘	13908	CJK UNIFIED IDEOGRAPH-7DD8
kTraditionalVariant	target	U+4F47	佇	13884	CJK UNIFIED IDEOGRAPH-4F47
kTraditionalVariant	target	U+87C4	蟄	13883	CJK UNIFIED IDEOGRAPH-87C4
kTraditionalVariant	target	U+9D5D	鵝	13815	CJK UNIFIED IDEOGRAPH-9D5D
kTraditionalVariant	target	U+991E	餞	13812	CJK UNIFIED IDEOGRAPH-991E
kTraditionalVariant	target	U+7CAE	粮	13769	CJK UNIFIED IDEOGRAPH-7CAE
kTraditionalVariant	target	U+75C7	症	13760	CJK UNIFIED IDEOGRAPH-75C7
kTraditionalVariant	target	U+89F6	觶	13692	CJK UNIFIED IDEOGRAPH-89F6
kTraditionalVariant	target	U+91F5	釵	13589	CJK UNIFIED IDEOGRAPH-91F5
kTraditionalVariant	target	U+99DD	駝	13548	CJK UNIFIED IDEOGRAPH-99DD
kTraditionalVariant	target	U+7A61	穡	13546	CJK UNIFIED IDEOGRAPH-7A61
kTraditionalVariant	target	U+8CBA	貺	13538	CJK UNIFIED IDEOGRAPH-8CBA
kTraditionalVariant	target	U+8A02	訂	13521	CJK UNIFIED IDEOGRAPH-8A02
kTraditionalVariant	target	U+5BEC	寬	13520	CJK UNIFIED IDEOGRAPH-5BEC
kTraditionalVariant	target	U+716C	煬	13485	CJK UNIFIED IDEOGRAPH-716C
kTraditionalVariant	target	U+5151	兑	13469	CJK UNIFIED IDEOGRAPH-5151
kTraditionalVariant	target	U+5114	儔	13464	CJK UNIFIED IDEOGRAPH-5114
kTraditionalVariant	target	U+6173	慳	13460	CJK UNIFIED IDEOGRAPH-6173
kTraditionalVariant	target	U+7BCB	篋	13422	CJK UNIFIED IDEOGRAPH-7BCB
kTraditionalVariant	target	U+646F	摯	13412	CJK UNIFIED IDEOGRAPH-646F
kTraditionalVariant	target	U+6137	愷	13338	CJK UNIFIED IDEOGRAPH-6137
kTraditionalVariant	target	U+9852	顒	13286	CJK UNIFIED IDEOGRAPH-9852
kTraditionalVariant	target	U+88E1	裡	13255	CJK UNIFIED IDEOGRAPH-88E1
kTraditionalVariant	target	U+6E88	溈	13255	CJK UNIFIED IDEOGRAPH-6E88
kTraditionalVariant	target	U+7627	瘧	13242	CJK UNIFIED IDEOGRAPH-7627
kTraditionalVariant	target	U+4E2A	个	13187	CJK UNIFIED IDEOGRAPH-4E2A
kTraditionalVariant	target	U+9A42	驂	13131	CJK UNIFIED IDEOGRAPH-9A42
kTraditionalVariant	target	U+95AB	閫	13116	CJK UNIFIED IDEOGRAPH-95AB
kTraditionalVariant	target	U+8AC2	諂	13063	CJK UNIFIED IDEOGRAPH-8AC2
kTraditionalVariant	target	U+6BAB	殫	13014	CJK UNIFIED IDEOGRAPH-6BAB
kTraditionalVariant	target	U+52FB	勻	12993	CJK UNIFIED IDEOGRAPH-52FB
kTraditionalVariant	target	U+93AC	鎬	12988	CJK UNIFIED IDEOGRAPH-93AC
kTraditionalVariant	target	U+9E79	鹹	12985	CJK UNIFIED IDEOGRAPH-9E79
kTraditionalVariant	target	U+7A6B	穫	12869	CJK UNIFIED IDEOGRAPH-7A6B
kTraditionalVariant	target	U+5862	塢	12844	CJK UNIFIED IDEOGRAPH-5862
kTraditionalVariant	target	U+689F	梟	12836	CJK UNIFIED IDEOGRAPH-689F
kTraditionalVariant	target	U+9310	錐	12820	CJK UNIFIED IDEOGRAPH-9310
kTraditionalVariant	target	U+9846	顆	12770	CJK UNIFIED IDEOGRAPH-9846
kTraditionalVariant	target	U+761E	瘞	12764	CJK UNIFIED IDEOGRAPH-761E
kTraditionalVariant	target	U+701D	瀝	12736	CJK UNIFIED IDEOGRAPH-701D
kTraditionalVariant	target	U+9A36	騶	12701	CJK UNIFIED IDEOGRAPH-9A36
kTraditionalVariant	target	U+724B	牋	12696	CJK UNIFIED IDEOGRAPH-724B
kTraditionalVariant	target	U+71E6	燦	12695	CJK UNIFIED IDEOGRAPH-71E6
kTraditionalVariant	target	U+8D0F	贏	12692	CJK UNIFIED IDEOGRAPH-8D0F
kTraditionalVariant	target	U+50DE	僞	12662	CJK UNIFIED IDEOGRAPH-50DE
kTraditionalVariant	target	U+74DA	瓚	12647	CJK UNIFIED IDEOGRAPH-74DA
kTraditionalVariant	target	U+9E1A	鸚	12644	CJK UNIFIED IDEOGRAPH-9E1A
kTraditionalVariant	target	U+8EFB	軻	12637	CJK UNIFIED IDEOGRAPH-8EFB
kTraditionalVariant	target	U+9210	鈐	12632	CJK UNIFIED IDEOGRAPH-9210
kTraditionalVariant	target	U+7DB0	綰	12616	CJK UNIFIED IDEOGRAPH-7DB0
kTraditionalVariant	target	U+9A2B	騫	12587	CJK UNIFIED IDEOGRAPH-9A2B
kTraditionalVariant	target	U+50D1	僑	12530	CJK UNIFIED IDEOGRAPH-50D1
kTraditionalVariant	target	U+8A46	詆	12502	CJK UNIFIED IDEOGRAPH-8A46
kTraditionalVariant	target	U+750C	甌	12474	CJK UNIFIED IDEOGRAPH-750C
kTraditionalVariant	target	U+7464	瑤	12453	CJK UNIFIED IDEOGRAPH-7464
kTraditionalVariant	target	U+8AC4	諄	12385	CJK UNIFIED IDEOGRAPH-8AC4
kTraditionalVariant	target	U+8B74	譴	12343	CJK UNIFIED IDEOGRAPH-8B74
kTraditionalVariant	target	U+942B	鐫	12274	CJK UNIFIED IDEOGRAPH-942B
kTraditionalVariant	target	U+7E73	繳	12242	CJK UNIFIED IDEOGRAPH-7E73
kTraditionalVariant	target	U+7DEC	緬	12216	CJK UNIFIED IDEOGRAPH-7DEC
kTraditionalVariant	target	U+9132	鄲	12204	CJK UNIFIED IDEOGRAPH-9132
kTraditionalVariant	target	U+8173	腳	12171	CJK UNIFIED IDEOGRAPH-8173
kTraditionalVariant	target	U+8CBF	貿	12158	CJK UNIFIED IDEOGRAPH-8CBF
kTraditionalVariant	target	U+96DB	雛	12134	CJK UNIFIED IDEOGRAPH-96DB
kTraditionalVariant	target	U+7E6D	繭	12134	CJK UNIFIED IDEOGRAPH-7E6D
kTraditionalVariant	target	U+8A1D	訝	12119	CJK UNIFIED IDEOGRAPH-8A1D
kTraditionalVariant	target	U+5F65	彥	12116	CJK UNIFIED IDEOGRAPH-5F65
kTraditionalVariant	target	U+64E3	擣	12112	CJK UNIFIED IDEOGRAPH-64E3
kTraditionalVariant	target	U+96CB	雋	12082	CJK UNIFIED IDEOGRAPH-96CB
kTraditionalVariant	target	U+9D1F	鴟	12057	CJK UNIFIED IDEOGRAPH-9D1F
kTraditionalVariant	target	U+8AF3	諳	12017	CJK UNIFIED IDEOGRAPH-8AF3
kTraditionalVariant	target	U+7843	硃	12007	CJK UNIFIED IDEOGRAPH-7843
kTraditionalVariant	target	U+8766	蝦	11988	CJK UNIFIED IDEOGRAPH-8766
kTraditionalVariant	target	U+9397	鎗	11899	CJK UNIFIED IDEOGRAPH-9397
kTraditionalVariant	target	U+9A43	驃	11821	CJK UNIFIED IDEOGRAPH-9A43
kTraditionalVariant	target	U+6B7F	歿	11787	CJK UNIFIED IDEOGRAPH-6B7F
kTraditionalVariant	target	U+7D10	紐	11696	CJK UNIFIED IDEOGRAPH-7D10
kTraditionalVariant	target	U+5F5E	彞	11576	CJK UNIFIED IDEOGRAPH-5F5E
kTraditionalVariant	target	U+792C	礬	11551	CJK UNIFIED IDEOGRAPH-792C
kTraditionalVariant	target	U+6D79	浹	11550	CJK UNIFIED IDEOGRAPH-6D79
kTraditionalVariant	target	U+98AF	颯	11482	CJK UNIFIED IDEOGRAPH-98AF
kTraditionalVariant	target	U+7CF6	糶	11478	CJK UNIFIED IDEOGRAPH-7CF6
kTraditionalVariant	target	U+834A	荊	11473	CJK UNIFIED IDEOGRAPH-834A
kTraditionalVariant	target	U+95AC	閬	11463	CJK UNIFIED IDEOGRAPH-95AC
kTraditionalVariant	target	U+9DBB	鶻	11431	CJK UNIFIED IDEOGRAPH-9DBB
kTraditionalVariant	target	U+7E39	縹	11414	CJK UNIFIED IDEOGRAPH-7E39
kTraditionalVariant	target	U+95D0	闐	11379	CJK UNIFIED IDEOGRAPH-95D0
kTraditionalVariant	target	U+87A2	螢	11336	CJK UNIFIED IDEOGRAPH-87A2
kTraditionalVariant	target	U+9D61	鵡	11322	CJK UNIFIED IDEOGRAPH-9D61
kTraditionalVariant	target	U+9470	鑰	11312	CJK UNIFIED IDEOGRAPH-9470
kTraditionalVariant	target	U+8AE4	諤	11290	CJK UNIFIED IDEOGRAPH-8AE4
kTraditionalVariant	target	U+4EC6	仆	11203	CJK UNIFIED IDEOGRAPH-4EC6
kTraditionalVariant	target	U+74D4	瓔	11185	CJK UNIFIED IDEOGRAPH-74D4
kTraditionalVariant	target	U+8805	蠅	11164	CJK UNIFIED IDEOGRAPH-8805
kTraditionalVariant	target	U+5DD4	巔	11128	CJK UNIFIED IDEOGRAPH-5DD4
kTraditionalVariant	target	U+82B8	芸	11105	CJK UNIFIED IDEOGRAPH-82B8
kTraditionalVariant	target	U+866B	虫	11103	CJK UNIFIED IDEOGRAPH-866B
kTraditionalVariant	target	U+9D89	鶉	11074	CJK UNIFIED IDEOGRAPH-9D89
kTraditionalVariant	target	U+7A69	穩	10986	CJK UNIFIED IDEOGRAPH-7A69
kTraditionalVariant	target	U+8F3B	輻	10978	CJK UNIFIED IDEOGRAPH-8F3B
kTraditionalVariant	target	U+71FE	燾	10972	CJK UNIFIED IDEOGRAPH-71FE
kTraditionalVariant	target	U+76EA	盪	10963	CJK UNIFIED IDEOGRAPH-76EA
kTraditionalVariant	target	U+7D07	紇	10914	CJK UNIFIED IDEOGRAPH-7D07
kTraditionalVariant	target	U+7E0A	縊	10908	CJK UNIFIED IDEOGRAPH-7E0A
kTraditionalVariant	target	U+81A9	膩	10822	CJK UNIFIED IDEOGRAPH-81A9
kTraditionalVariant	target	U+5742	坂	10776	CJK UNIFIED IDEOGRAPH-5742
kTraditionalVariant	target	U+55C7	嗇	10733	CJK UNIFIED IDEOGRAPH-55C7
kTraditionalVariant	target	U+6B9E	殞	10710	CJK UNIFIED IDEOGRAPH-6B9E
kTraditionalVariant	target	U+9148	酈	10698	CJK UNIFIED IDEOGRAPH-9148
kTraditionalVariant	target	U+629B	抛	10691	CJK UNIFIED IDEOGRAPH-629B
kTraditionalVariant	target	U+958E	閎	10689	CJK UNIFIED IDEOGRAPH-958E
kTraditionalVariant	target	U+7D3A	紺	10684	CJK UNIFIED IDEOGRAPH-7D3A
kTraditionalVariant	target	U+6894	梔	10674	CJK UNIFIED IDEOGRAPH-6894
kTraditionalVariant	target	U+8B10	謐	10656	CJK UNIFIED IDEOGRAPH-8B10
kTraditionalVariant	target	U+8CFD	賽	10637	CJK UNIFIED IDEOGRAPH-8CFD
kTraditionalVariant	target	U+6698	暘	10633	CJK UNIFIED IDEOGRAPH-6698
kTraditionalVariant	target	U+99D9	駙	10627	CJK UNIFIED IDEOGRAPH-99D9
kTraditionalVariant	target	U+9A40	驀	10491	CJK UNIFIED IDEOGRAPH-9A40
kTraditionalVariant	target	U+6134	愴	10484	CJK UNIFIED IDEOGRAPH-6134
kTraditionalVariant	target	U+7DE6	緦	10483	CJK UNIFIED IDEOGRAPH-7DE6
kTraditionalVariant	target	U+78EF	磯	10448	CJK UNIFIED IDEOGRAPH-78EF
kTraditionalVariant	target	U+652A	攪	10424	CJK UNIFIED IDEOGRAPH-652A
kTraditionalVariant	target	U+8076	聶	10422	CJK UNIFIED IDEOGRAPH-8076
kTraditionalVariant	target	U+66C6	曆	10399	CJK UNIFIED IDEOGRAPH-66C6
kTraditionalVariant	target	U+6163	慣	10372	CJK UNIFIED IDEOGRAPH-6163
kTraditionalVariant	target	U+5F03	弃	10370	CJK UNIFIED IDEOGRAPH-5F03
kTraditionalVariant	target	U+5938	夸	10335	CJK UNIFIED IDEOGRAPH-5938
kTraditionalVariant	target	U+8D05	贅	10319	CJK UNIFIED IDEOGRAPH-8D05
kTraditionalVariant	target	U+6968	楨	10269	CJK UNIFIED IDEOGRAPH-6968
