cp_hex	char	count
U+7DC4	緄	1386
U+5372	卲	1385
U+9D07	鴇	1385
U+9AF9	髹	1384
U+880B	蠋	1383
U+9AAD	骭	1383
U+7263	牣	1382
U+80FC	胼	1381
U+6A70	橰	1378
U+913C	鄼	1378
U+92D0	鋐	1376
U+8749	蝉	1375
U+99B9	馹	1374
U+9C77	鱷	1374
U+9DB1	鶱	1374
U+868D	蚍	1373
U+7447	瑇	1372
U+9AB0	骰	1372
U+8220	舠	1371
U+8235	舵	1371
U+873C	蜼	1371
U+6196	憖	1370
U+736A	獪	1369
U+79D5	秕	1369
U+83CF	菏	1369
U+893E	褾	1369
U+5AFB	嫻	1365
U+81E1	臡	1365
U+859F	薟	1364
U+60D2	惒	1363
U+626D	扭	1363
U+8E26	踦	1363
U+994E	饎	1363
U+975B	靛	1361
U+4FD3	俓	1359
U+60BB	悻	1359
U+28CE9	𨳩	1359
U+7599	疙	1356
U+5E47	幇	1353
U+3D91	㶑	1352
U+4350	䍐	1350
U+5541	啁	1350
U+7B86	箆	1350
U+9C44	鱄	1348
U+6549	敉	1347
U+96F0	雰	1347
U+9723	霣	1346
U+6153	慓	1345
U+6CC7	泇	1345
U+9D53	鵓	1345
U+9BD6	鯖	1344
U+5121	儡	1343
U+67C2	柂	1343
U+81CC	臌	1343
U+2C2E9	𬋩	1343
U+5AB8	媸	1342
U+769C	皜	1341
U+8A7C	詼	1341
U+3AAF	㪯	1340
U+7B34	笴	1339
U+20627	𠘧	1338
U+7A08	稈	1337
U+97C9	韉	1337
U+7BE5	篥	1336
U+995E	饞	1332
U+7A8B	窋	1331
U+7A8C	窌	1331
U+6718	朘	1330
U+5072	偲	1329
U+9DBA	鶺	1328
U+9F4D	齍	1327
U+5ABA	媺	1326
U+8B4A	譊	1326
U+892A	褪	1325
U+564F	噏	1324
U+8389	莉	1324
U+9455	鑕	1323
U+9EF4	黴	1323
U+5B90	宐	1321
U+5D1F	崟	1321
U+963D	阽	1319
U+3492	㒒	1318
U+5095	傕	1317
U+5ECC	廌	1317
U+6798	枘	1315
U+89B0	覰	1315
U+8C76	豶	1315
U+8E9E	躞	1314
U+5A13	娓	1311
U+96DA	雚	1311
U+68D3	棓	1310
U+6475	摵	1309
U+8696	蚖	1309
U+6998	榘	1308
U+5CDD	峝	1306
U+5108	儈	1304
U+98BF	颿	1304
U+50E9	僩	1303
U+98E3	飣	1303
U+3B88	㮈	1302
U+8232	舲	1302
U+9EB0	麰	1302
U+6849	桉	1300
U+863A	蘺	1300
U+9C13	鰓	1298
U+5C7A	屺	1297
U+82AA	芪	1297
U+6B5C	歜	1296
U+5DAA	嶪	1295
U+7D53	絓	1295
U+6BA2	殢	1294
U+70B0	炰	1293
U+52E9	勩	1291
U+9C67	鱧	1291
U+4CCC	䳌	1290
U+7C39	簹	1290
U+934D	鍍	1290
U+8728	蜨	1289
U+6852	桒	1287
U+7D4D	絍	1287
U+8D69	赩	1287
U+459F	䖟	1285
U+4E79	乹	1285
U+20C25	𠰥	1284
U+7D12	紒	1283
U+8927	褧	1281
U+6F36	漶	1279
U+86A7	蚧	1278
U+3565	㕥	1277
U+67CE	柎	1277
U+6936	椶	1277
U+7042	灂	1277
U+93A9	鎩	1277
U+6450	摐	1276
U+5451	呑	1275
U+7A4C	穌	1275
U+91B5	醵	1275
U+5AD6	嫖	1274
U+579B	垛	1273
U+61CD	懍	1272
U+3CEB	㳫	1267
U+5524	唤	1267
U+7C67	籧	1267
U+99D4	駔	1267
U+659D	斝	1266
U+71D0	燐	1266
U+7C11	簑	1266
U+662B	昫	1264
U+6E86	溆	1264
U+7358	獘	1264
U+76ED	盭	1264
U+875D	蝝	1264
U+8B81	讁	1262
U+8D10	贐	1262
U+5671	噱	1261
U+803C	耼	1261
U+86B0	蚰	1259
U+885A	衚	1259
U+56CF	囏	1257
U+66E8	曨	1257
U+4B03	䬃	1256
U+5A40	婀	1256
U+432B	䌫	1255
U+6667	晧	1255
U+7CD9	糙	1255
U+6E43	湃	1254
U+6845	桅	1253
U+5EBF	庿	1251
U+7001	瀁	1249
U+9F69	齩	1249
U+548D	咍	1248
U+2C5DF	𬗟	1247
U+5E8B	庋	1246
U+735E	獞	1246
U+7A5F	穟	1246
U+8281	芁	1246
U+86BA	蚺	1246
U+2C4AE	𬒮	1246
U+9AE4	髤	1241
U+3BF6	㯶	1240
U+6F0A	漊	1240
U+7A5C	穜	1240
U+20503	𠔃	1240
U+51C2	凂	1239
U+97B4	鞴	1238
U+84F0	蓰	1237
U+8E62	蹢	1237
U+9B90	鮐	1234
U+6026	怦	1233
U+62BA	抺	1232
U+6418	搘	1232
U+96EF	雯	1232
U+97C3	韃	1232
U+9E8C	麌	1232
U+4BD2	䯒	1231
U+7095	炕	1231
U+8309	茉	1229
U+6F29	漩	1228
U+958C	閌	1227
U+511B	儛	1226
U+61AF	憯	1225
U+6374	捴	1225
U+504E	偎	1224
U+5C8F	岏	1224
U+6CC2	泂	1224
U+811E	脞	1223
U+87DC	蟜	1222
U+5D18	崘	1221
U+7B92	箒	1221
U+8581	薁	1221
U+90EA	郪	1221
U+6E27	渧	1218
U+9DF8	鷸	1218
U+2B751	𫝑	1218
U+727F	牿	1217
U+72FB	狻	1217
U+6EC3	滃	1216
U+733B	猻	1216
U+73E6	珦	1216
U+7A9E	窞	1216
U+587F	塿	1215
U+8E6D	蹭	1215
U+940D	鐍	1213
U+5594	喔	1212
U+7055	灕	1212
U+2505E	𥁞	1211
U+58AF	墯	1210
U+96B9	隹	1210
U+9161	酡	1209
U+59B2	妲	1208
U+8FAE	辮	1208
U+6B79	歹	1207
U+6F08	漈	1206
U+721F	爟	1206
U+3C31	㰱	1204
U+5639	嘹	1204
U+8EE8	軨	1204
U+7B9D	箝	1203
U+52B3	劳	1202
U+8E4F	蹏	1202
U+9D42	鵂	1200
U+5DB0	嶰	1198
U+82E2	苢	1197
U+8D14	贔	1196
U+5FF8	忸	1195
U+95D2	闒	1195
U+9D41	鵁	1195
U+6424	搤	1194
U+9807	頇	1193
U+76AA	皪	1192
U+7C28	簨	1191
U+7322	猢	1190
U+21A0B	𡨋	1190
U+74FF	瓿	1189
U+890C	褌	1189
U+9239	鈹	1189
U+9B23	鬣	1188
U+9A27	騧	1185
U+536E	卮	1184
U+72AB	犫	1182
U+8C57	豗	1182
U+729B	犛	1181
U+25CD1	𥳑	1180
U+6C97	沗	1179
U+769B	皛	1179
U+8071	聱	1179
U+5107	儇	1176
U+65C6	旆	1176
U+8659	虙	1176
U+9E80	麀	1175
U+7C0C	簌	1174
U+7D1D	紝	1173
U+4FD1	俑	1172
U+8014	耔	1171
U+9908	餈	1171
U+55C4	嗄	1169
U+68B2	梲	1168
U+7C0F	簏	1167
U+7C1C	簜	1167
U+7E27	縧	1167
U+80B9	肹	1167
U+7932	礲	1166
U+7CC8	糈	1166
U+605D	恝	1164
U+98C6	飆	1163
U+7CDA	糚	1161
U+7830	砰	1160
U+788F	碏	1160
U+6D1A	洚	1158
U+980D	頍	1157
U+5D78	嵸	1155
U+645F	摟	1155
U+7609	瘉	1155
U+5A6D	婭	1154
U+80D4	胔	1153
U+9BC8	鯈	1153
U+6223	戣	1152
U+87EF	蟯	1152
U+5A9F	媟	1151
U+7E87	纇	1151
U+4577	䕷	1150
U+5582	喂	1150
U+7032	瀲	1150
U+8D0B	贋	1149
U+8A12	訒	1148
U+9432	鐲	1148
U+4FD0	俐	1146
U+5089	傉	1145
U+73C8	珈	1145
U+9154	酔	1144
U+7629	瘩	1143
U+61E8	懨	1142
U+88E9	裩	1142
U+8EB6	躶	1141
U+71BA	熺	1140
U+29E49	𩹉	1139
U+4F7C	佼	1138
U+6A8E	檎	1138
U+8A57	詗	1138
U+5771	坱	1137
U+7356	獖	1137
U+65CE	旎	1136
U+9777	靷	1136
U+5C59	屙	1135
U+80CF	胏	1135
U+80F3	胳	1135
U+8DF1	跱	1135
U+905B	遛	1135
U+97EE	韮	1135
U+4367	䍧	1134
U+5BB7	宷	1134
U+712B	焫	1133
U+5AF0	嫰	1132
U+9212	鈒	1132
U+91C2	釂	1129
U+91A8	醨	1128
U+6976	楶	1126
U+8652	虒	1126
U+87EA	蟪	1126
U+9C56	鱖	1126
U+846F	葯	1125
U+4E27	丧	1124
U+54C4	哄	1124
U+48B4	䢴	1123
U+5DC3	巃	1123
U+8797	螗	1123
U+8916	褖	1123
U+3FC9	㿉	1121
U+6BEF	毯	1121
U+7A8A	窊	1121
U+9EEE	黮	1121
U+6D7C	浼	1120
U+82AF	芯	1120
U+7E1A	縚	1119
U+9826	頦	1119
U+651B	攛	1117
U+687A	桺	1117
U+81B0	膰	1117
U+95C3	闃	1117
U+627E	找	1116
U+687F	桿	1116
U+7B91	箑	1116
U+83C6	菆	1116
U+5025	倥	1115
U+6A66	橦	1115
U+7E86	纆	1114
U+8EC6	軆	1114
U+5E18	帘	1113
U+496B	䥫	1112
U+57D3	埓	1112
U+6451	摑	1112
U+9F54	齔	1112
U+6294	抔	1110
U+7383	玃	1110
U+9804	頄	1109
U+8C7B	豻	1108
U+92F9	鋹	1108
U+9D1D	鴝	1108
U+105135		1108
U+57C2	埂	1106
U+8B0E	謎	1106
U+61D4	懔	1105
U+9AD2	髒	1105
U+78C8	磈	1101
U+86B1	蚱	1101
U+571E	圞	1099
U+64E5	擥	1099
U+65AE	斮	1099
U+8D84	趄	1099
U+3B0B	㬋	1098
U+5D6B	嵫	1098
U+7286	犆	1097
U+7FC6	翆	1097
U+8401	萁	1097
U+852F	蔯	1096
U+4E05	丅	1095
U+857A	蕺	1094
U+8915	褕	1094
U+62D0	拐	1093
U+9F53	齓	1093
U+3E60	㹠	1092
U+7D03	紃	1092
U+7D4F	絏	1091
U+9238	鈸	1091
U+5E2C	帬	1089
U+56C1	囁	1088
U+6B03	欃	1088
U+7BF3	篳	1088
U+9AE1	髡	1088
U+86B6	蚶	1087
U+969F	隟	1087
U+29CB8	𩲸	1087
U+77DE	矞	1084
U+6A37	樷	1083
U+7424	琤	1083
U+73DD	珝	1082
U+73F5	珵	1082
U+23A9A	𣪚	1082
U+6474	摴	1081
U+8363	荣	1079
U+59E3	姣	1078
U+5F74	彴	1077
U+8989	覉	1077
U+977C	靼	1077
U+8600	蘀	1076
U+2AAEC	𪫬	1076
U+6DAC	涬	1075
U+9DF4	鷴	1073
U+50F4	僴	1071
U+54BB	咻	1071
U+99C4	駄	1071
U+64B1	撱	1070
U+5F25	弥	1069
U+8C6D	豭	1068
U+9D84	鶄	1068
U+5881	墁	1067
U+6E62	湢	1067
U+57D4	埔	1066
U+65E7	旧	1065
U+7CBD	粽	1065
U+8ADF	諟	1065
U+43F6	䏶	1064
U+7278	牸	1064
U+60C4	惄	1063
U+5ED1	廑	1062
U+9DB5	鶵	1062
U+73E4	珤	1061
U+7746	睆	1061
U+7C50	籐	1061
U+80B5	肵	1061
U+6E65	湥	1060
U+5058	偘	1059
U+7E58	繘	1059
U+89D6	觖	1059
U+9F6E	齮	1058
U+696A	楪	1057
U+6A45	橅	1057
U+7C26	簦	1057
U+9A4C	驌	1057
U+5E21	帡	1056
U+7318	猘	1056
U+7E76	繶	1056
U+9816	頖	1056
U+55A4	喤	1055
U+6286	抆	1055
U+850C	蔌	1055
U+8CE8	賨	1055
U+5B76	孶	1054
U+622C	戬	1054
U+69A7	榧	1054
U+5890	墐	1053
U+65DC	旜	1053
U+62D5	拕	1052
U+8AB6	誶	1052
U+72F4	狴	1051
U+8711	蜑	1051
U+870A	蜊	1048
U+8B46	譆	1048
U+579E	垞	1047
U+9D59	鵙	1046
U+2233A	𢌺	1046
U+7485	璅	1045
U+7C6E	籮	1045
U+67D9	柙	1044
U+93C4	鏄	1044
U+9F60	齠	1044
U+623A	戺	1043
U+5F28	弨	1042
U+3FA6	㾦	1040
U+8064	聤	1040
U+88EF	裯	1040
U+65CD	旍	1038
U+8D17	贗	1038
U+98F0	飰	1038
U+7C7D	籽	1037
U+8E9A	躚	1037
U+657B	敻	1035
U+6ABF	檿	1035
U+6FD9	濙	1035
U+8337	茷	1035
U+83C7	菇	1035
U+9789	鞉	1033
U+9A18	騘	1033
U+3ABA	㪺	1030
U+56BB	嚻	1030
U+88B1	袱	1030
U+896E	襮	1030
U+8DAB	趫	1029
U+9181	醁	1028
U+9EB8	麸	1028
U+5D81	嶁	1027
U+68B1	梱	1026
U+7E6F	繯	1026
U+5F06	弆	1025
U+8100	脀	1025
U+8E21	踡	1025
U+5B9D	宝	1024
U+65D6	旖	1024
U+88C0	裀	1023
U+9862	顢	1022
U+67C8	柈	1021
U+7BE8	篨	1021
U+717F	煿	1019
U+8DD5	跕	1019
U+58D2	壒	1018
U+99F5	駵	1018
U+80AD	肭	1017
U+8A3F	訿	1017
U+5828	堨	1016
U+6855	桕	1016
U+981F	頟	1016
U+90CD	郍	1015
U+696C	楬	1014
U+75E3	痣	1014
U+7A6A	穪	1012
U+52CC	勌	1009
U+7BD8	篘	1009
U+8553	蕓	1009
U+5D08	崈	1008
U+85BF	薿	1008
U+9100	鄀	1008
U+6A5A	橚	1007
U+782E	砮	1007
U+6197	憗	1005
U+8E36	踶	1004
U+6B3F	欿	1003
U+8357	荗	1003
U+84DE	蓞	1003
U+68B9	梹	1002
U+9277	鉷	1002
U+4FAB	侫	1000
U+9441	鑁	998
U+6913	椓	997
U+789F	碟	997
U+8526	蔦	997
U+59F1	姱	994
U+9DB9	鶹	994
U+6A94	檔	993
U+873E	蜾	993
U+4F03	伃	992
U+38A0	㢠	991
U+8A0C	訌	991
U+7E13	縓	990
U+85BE	薾	990
U+25717	𥜗	990
U+6E47	湇	988
U+8F55	轕	988
U+7A44	穄	987
U+9F2C	鼬	987
U+7069	灩	986
U+806A	聪	986
U+4313	䌓	985
U+8784	螄	985
U+4527	䔧	984
U+60EE	惮	984
U+68A6	梦	984
U+88D3	裓	984
U+1050EE		984
U+35CB	㗋	983
U+87BF	螿	983
U+8A07	訇	983
U+6097	悗	982
U+7BBE	箾	982
U+5705	圅	980
U+83AC	莬	980
U+5685	嚅	979
U+636D	捭	979
U+7611	瘑	979
U+3ACB	㫋	977
U+5D73	嵳	977
U+60CE	惎	977
U+9A15	騕	977
U+2D2F8	𭋸	976
U+550F	唏	975
U+730B	猋	975
U+869B	蚛	975
U+7020	瀠	974
U+99F9	駹	974
U+86B3	蚳	973
U+6695	暕	972
U+4525	䔥	971
U+6A1D	樝	971
U+7257	牗	971
U+5482	咂	970
U+4F3B	伻	969
U+4FA0	侠	969
U+8E6F	蹯	969
U+930D	錍	969
U+5FFC	忼	968
U+9B03	鬃	967
U+64E9	擩	965
U+8322	茢	965
U+51F4	凴	964
U+5027	倧	963
U+640A	搊	963
U+8435	萵	963
U+7927	礧	962
U+813D	脽	962
U+942E	鐮	962
U+9C53	鱓	961
U+24C54	𤱔	961
U+62B6	抶	960
U+9C6E	鱮	960
U+6047	恇	959
U+9736	霶	959
U+65C9	旉	958
U+6C4B	汋	958
U+8289	芉	958
U+4F58	佘	956
U+8C9C	貜	955
U+8CCD	賍	955
U+9CF7	鳷	955
U+534B	卋	954
U+9E83	麃	954
U+5E68	幨	953
U+6E69	湩	953
U+8813	蠓	952
U+9624	阤	952
U+8764	蝤	950
U+8ECF	軏	950
U+9C0D	鰍	950
U+769E	皞	949
U+8932	褲	948
U+6956	楖	947
U+830C	茌	947
U+6113	愓	946
U+9F2B	鼫	946
U+74D6	瓖	945
U+6567	敧	943
U+855D	蕝	943
U+5CA8	岨	941
U+5DBB	嶻	941
U+5DD3	巓	941
U+5B9E	实	940
U+6A62	橢	940
U+7B99	箙	940
U+9D97	鶗	940
U+5450	呐	939
U+6DA3	涣	938
U+71AF	熯	938
U+85AC	薬	938
U+6F78	潸	937
U+8122	脢	937
U+5B1B	嬛	936
U+6AFD	櫽	936
U+6830	栰	935
U+83F8	菸	935
U+8AD0	諐	934
U+7ABD	窽	933
U+9193	醓	933
U+623D	戽	932
U+884A	衊	932
U+5506	唆	931
U+8CC5	賅	931
U+9714	霔	931
U+529A	劚	930
U+6282	抂	930
U+52D6	勖	929
U+8550	蕐	929
U+4FC1	俁	928
U+7CD2	糒	928
U+8E06	踆	928
U+5795	垕	927
U+645D	摝	927
U+8B2D	謭	927
U+8F17	輗	927
U+9A23	騣	927
U+7458	瑘	926
U+7E3F	縿	926
U+874C	蝌	926
U+9B12	鬒	926
U+35DC	㗜	925
U+7473	瑳	925
U+7DCF	総	925
U+6B80	殀	924
U+7313	猓	924
U+877B	蝻	924
U+9A0B	騋	924
U+3D81	㶁	922
U+62A8	抨	922
U+661E	昞	922
U+748A	璊	922
U+7BF4	篴	922
U+89FF	觿	922
U+93AA	鎪	922
U+73BC	玼	921
U+2347D	𣑽	921
U+63E0	揠	920
U+6CB2	沲	920
U+757A	畺	919
U+7D2E	紮	918
U+89D5	觕	918
U+8E83	躃	918
U+5800	堀	917
U+6E7E	湾	917
U+57F3	埳	916
U+76DD	盝	916
U+936D	鍭	915
U+7592	疒	913
U+75C1	痁	913
U+105065		913
U+615C	慜	912
U+67F8	柸	912
U+706E	灮	911
U+9EBA	麺	911
U+9011	逑	910
U+72FA	狺	909
U+5AAB	媫	908
U+4366	䍦	907
U+62F4	拴	907
U+7488	璈	907
U+7639	瘹	907
U+7B70	筰	907
U+706F	灯	906
U+8B78	譸	906
U+7E10	縐	905
U+7F59	罙	905
U+6745	杅	904
U+605F	恟	903
U+6497	撗	903
U+775E	睞	903
U+5505	唅	902
U+9AC4	髄	902
U+4529	䔩	901
U+5013	倓	901
U+9D82	鶂	901
U+3C84	㲄	900
U+450D	䔍	900
U+8C5D	豝	900
U+7AAF	窯	898
U+774D	睍	897
U+50DD	僝	896
U+5D31	崱	896
U+4FCF	俏	895
U+52F7	勷	895
U+5131	儱	894
U+9AAF	骯	893
U+3E26	㸦	892
U+6A51	橑	892
U+9D49	鵉	892
U+362D	㘭	891
U+6409	搉	891
U+7583	疃	891
U+7A75	穵	891
U+4F77	佷	890
U+55F8	嗸	890
U+9D3D	鴽	890
U+38AE	㢮	888
U+5AA2	媢	888
U+5D42	嵂	888
U+80D7	胗	888
U+6017	怗	887
U+60B3	悳	887
U+90A1	邡	887
U+9746	靆	887
U+9AB6	骶	886
U+53B6	厶	885
U+5A00	娀	885
U+7AA8	窨	885
U+913D	鄽	885
U+9B80	鮀	885
U+9F16	鼖	885
U+7FFF	翿	883
U+9E82	麂	883
U+5259	剙	882
U+68EC	棬	881
U+7699	皙	881
U+79A8	禨	880
U+87C8	蟈	879
U+8909	褉	879
U+9AAB	骫	879
U+9AD6	髖	879
U+238BE	𣢾	878
U+5E5B	幛	877
U+857E	蕾	877
U+61C2	懂	876
U+8378	荸	876
U+9696	隖	876
U+78AA	碪	875
U+867D	虽	875
U+8FC6	迆	875
U+9D7B	鵻	875
U+9F1B	鼛	875
U+8CEE	賮	874
U+9DEB	鷫	874
U+69A8	榨	872
U+7E21	縡	872
U+8E18	踘	872
U+9F0F	鼏	872
U+662A	昪	871
U+6907	椇	871
U+77F1	矱	870
U+97B2	鞲	870
U+824B	艋	869
U+98C0	飀	869
U+849F	蒟	868
U+6D61	浡	867
U+7DE4	緤	867
U+8007	耇	867
U+34B7	㒷	866
U+6FB7	澷	866
U+64ED	擭	865
U+3A85	㪅	863
U+7C5B	籛	863
U+9794	鞔	863
U+5F6F	彯	862
U+734D	獍	862
U+73CC	珌	862
U+87AE	螮	861
U+7FF6	翶	860
U+25691	𥚑	860
U+6485	撅	858
U+72F6	狶	858
U+366E	㙮	857
U+5DFF	巿	856
U+9367	鍧	856
U+51F3	凳	855
U+53ED	叭	855
U+65A8	斨	855
U+8E20	踠	855
U+8EB2	躲	855
U+8FC3	迃	854
U+58C8	壈	853
U+6719	朙	853
U+753D	甽	853
U+871E	蜞	853
U+8758	蝘	853
U+7A11	稑	852
U+542C	听	851
U+8F47	轇	851
U+59AF	妯	850
U+5E75	幵	850
U+5F54	彔	850
U+9C4D	鱍	850
U+617A	慺	849
U+6818	栘	848
U+7978	祸	848
U+97F2	韲	848
U+22E42	𢹂	848
U+6793	枓	847
U+93FD	鏽	846
U+4F37	伷	845
U+9AF2	髲	845
U+5C6D	屭	844
U+78BC	碼	844
U+913A	鄺	844
U+353B	㔻	843
U+4ABC	䪼	843
U+4EF5	仵	843
U+55D2	嗒	843
U+68DC	棜	843
U+8EA7	躧	843
U+344A	㑊	842
U+6F3C	漼	842
U+246A5	𤚥	842
U+5D55	嵕	841
U+60FD	惽	841
U+70B8	炸	841
U+736F	獯	841
U+9AC6	髆	841
U+34E8	㓨	840
U+6659	晙	840
U+5C8D	岍	839
U+9587	閇	839
U+25E29	𥸩	839
U+6EE1	满	838
U+911F	鄟	838
U+9BFF	鯿	838
U+6C55	汕	837
U+76A1	皡	837
U+52F1	勱	836
U+5F55	录	836
U+8234	舴	836
U+55C1	嗁	835
U+6633	昳	834
U+361E	㘞	833
U+73E7	珧	833
U+8E41	蹁	833
U+86E3	蛣	832
U+9719	霙	832
U+86F9	蛹	830
U+9702	霂	830
U+5610	嘐	829
U+7E42	繂	829
U+8CA4	貤	829
U+9C3E	鰾	829
U+4F56	佖	828
U+742B	琫	828
U+256B9	𥚹	828
U+9BAD	鮭	827
U+79E0	秠	826
U+97D4	韔	826
U+4FDC	俜	824
U+73A2	玢	824
U+7DB3	綳	824
U+7A3A	稺	823
U+68A0	梠	822
U+7604	瘄	822
U+86EE	蛮	822
U+650F	攏	821
U+71D6	燖	821
U+8585	薅	821
U+8DB2	趲	821
U+21D68	𡵨	821
U+761C	瘜	820
U+69EA	槪	819
U+9EA6	麦	819
U+81F2	臲	818
U+39AC	㦬	817
U+6371	捱	817
U+800D	耍	816
U+99FC	駼	815
U+9E7C	鹼	815
U+537A	卺	814
U+60DD	惝	814
U+8284	芄	814
U+5CA3	岣	813
U+6160	慠	813
U+6E3C	渼	813
U+9B48	魈	813
U+9C10	鰐	813
U+2B420	𫐠	812
U+5AFA	嫺	811
U+799A	禚	811
U+982C	頬	811
U+3C89	㲉	810
U+7895	碕	809
U+7239	爹	808
U+8263	艣	808
U+9BEA	鯪	808
U+50F6	僶	806
U+54E2	哢	806
U+7D8E	綎	806
U+29F46	𩽆	806
U+6ADE	櫞	805
U+56AB	嚫	804
U+57FF	埿	804
U+50FE	僾	803
U+5ABD	媽	803
U+5B80	宀	803
U+6F6C	潬	803
U+80F5	胵	803
U+7120	焠	802
U+8DE7	跧	802
U+226B0	𢚰	802
U+7811	砑	801
U+78FA	磺	801
U+6AE9	櫩	800
U+794D	祍	800
U+5775	坵	798
U+749D	璝	798
U+8AB5	誵	797
U+910F	鄏	796
U+63F6	揶	795
U+6F68	潨	795
U+60E7	惧	794
U+6747	杇	794
U+6812	栒	794
U+7B8D	箍	794
U+845A	葚	794
U+2285F	𢡟	794
U+2C3BC	𬎼	794
U+9EC5	黅	793
U+824E	艎	792
U+9C0B	鰋	792
U+9E8F	麏	792
U+5631	嘱	791
U+7C79	籹	791
U+4A31	䨱	790
U+5FF3	忳	790
U+6532	攲	790
U+65E4	旤	790
U+7C0D	簍	789
U+902F	逯	789
U+6E4B	湋	788
U+720C	爌	788
U+5277	剷	786
U+270CA	𧃊	786
U+56F1	囱	785
U+6EB4	溴	785
U+7A6D	穭	785
U+2BFA3	𫾣	785
U+54A9	咩	784
U+8ED3	軓	784
U+623B	戻	782
U+8624	蘤	782
U+25AA1	𥪡	782
U+686F	桯	779
U+7B2D	笭	779
U+8902	褂	779
U+7739	眹	778
U+889D	袝	777
U+5EE7	廧	776
U+91B3	醳	776
U+762D	瘭	775
U+44E4	䓤	774
U+6561	敡	774
U+5E7F	广	773
U+8088	肈	773
U+61E1	懡	772
U+993B	餻	771
U+6D97	涗	770
U+7343	獃	770
U+7B64	筤	770
U+8B4D	譍	770
U+5E2E	帮	769
U+60F5	惵	769
U+8897	袗	768
U+2E5DA	𮗚	767
U+3B4A	㭊	765
U+889B	袛	765
U+97E3	韣	765
U+6B48	歈	764
U+8A7A	詺	764
U+9A0A	騊	764
U+6029	怩	763
U+3611	㘑	762
U+5094	傔	762
U+7F95	羕	762
U+8DBC	趼	762
U+9143	酃	762
U+7AB9	窹	761
U+354D	㕍	760
U+6F7E	潾	760
U+7C9B	粛	760
U+5F00	开	759
U+6BA3	殣	759
U+819E	膞	759
U+6346	捆	758
U+8DDA	跚	757
U+8FB5	辵	757
U+4EF3	仳	756
U+9B28	鬨	756
U+77FC	矼	755
U+8783	螃	755
U+8C75	豵	755
U+839D	莝	754
U+6303	挃	753
U+65F9	旹	753
U+6180	憀	752
U+5827	堧	751
U+66D5	曕	751
U+2ADDF	𪷟	750
U+658D	斍	749
U+53C0	叀	748
U+9105	鄅	748
U+7C33	簳	747
U+54EF	哯	746
U+9AB9	骹	745
U+4616	䘖	744
U+87ED	蟭	742
U+28DC2	𨷂	742
U+5660	噠	741
U+6429	搩	741
U+6F89	澉	741
U+84E7	蓧	741
U+105107		741
U+5CD8	峘	740
U+6B55	歕	740
U+98E9	飩	739
U+7868	硨	738
U+8021	耡	738
U+8121	脡	738
U+9EC8	黈	738
U+6195	憕	736
U+681F	栟	736
U+6CD2	泒	735
U+881B	蠛	735
U+9638	阸	735
U+9C5F	鱟	735
U+7174	煴	734
U+7AB1	窱	734
U+88BF	袿	734
U+4FC5	俅	733
U+7547	畇	733
U+79C8	秈	733
U+562C	嘬	732
U+3634	㘴	731
U+6E7B	湻	731
U+7B98	箘	731
U+8962	襢	731
U+27E5E	𧹞	731
U+5B00	嬀	730
U+8948	襈	729
U+9137	鄷	729
U+5194	冔	728
U+5A0C	娌	728
U+7A68	穨	728
U+7DC5	緅	728
U+8019	耙	728
U+572C	圬	727
U+717B	煻	727
U+8589	薉	727
U+2039D	𠎝	727
U+667C	晼	726
U+75E1	痡	726
U+8F24	輤	726
U+105179		726
U+6C95	沕	725
U+552C	唬	722
U+633B	挻	722
U+661D	昝	722
U+8CF7	賷	722
U+5C7C	屼	721
U+6B57	歗	720
U+5B2D	嬭	719
U+51C3	凃	718
U+5DAD	嶭	718
U+7A6C	穬	718
U+7B32	笲	718
U+6F35	漵	717
U+8931	褱	717
U+90DA	郚	717
U+611E	愞	716
U+69BE	榾	716
U+649F	撟	715
U+7610	瘐	715
U+85F7	藷	715
U+8707	蜇	715
U+6449	摉	714
U+6785	枅	714
U+7C6F	籯	714
U+7035	瀵	713
U+7432	琲	713
U+25816	𥠖	713
U+57E7	埧	712
U+510C	儌	711
U+88BD	袽	711
U+9F12	鼒	711
U+4C05	䰅	710
U+6B38	欸	710
U+7E91	纑	710
U+3B09	㬉	709
U+546B	呫	709
U+5DD1	巑	709
U+7D1F	紟	709
U+4E55	乕	708
U+5611	嘑	708
U+7590	疐	707
U+7B48	筈	707
U+3FE0	㿠	706
U+78F2	磲	706
U+9365	鍥	706
U+3F75	㽵	705
U+54EA	哪	705
U+600A	怊	705
U+7104	焄	705
U+844D	葍	705
U+586A	塪	704
U+9E7B	鹻	704
U+80F0	胰	703
U+81B9	膹	703
U+85B6	薶	703
U+940F	鐏	703
U+5D72	嵲	702
U+7DAA	綪	702
U+9C68	鱨	702
U+583D	堽	701
U+6E5E	湞	701
U+76B8	皸	700
U+6412	搒	699
U+889A	袚	699
U+533D	匽	698
U+5832	堲	698
U+8761	蝡	698
U+906B	遫	698
U+41A0	䆠	697
U+9FA1	龡	697
U+506C	偬	696
U+7563	畣	696
U+7679	癹	696
U+76AF	皯	696
U+7B84	箄	696
U+478B	䞋	695
U+5C8A	岊	695
U+80CA	胊	695
U+8348	荈	695
U+39FE	㧾	694
U+49A7	䦧	694
U+682D	栭	694
U+6F93	澓	694
U+4F79	佹	693
U+6527	攧	693
U+84A2	蒢	693
U+59DF	姟	692
U+6833	栳	692
